cik,institution,last_accesion_number,last_report_period,last_filing_date,total_value,total_holding,updated_on
1404652,"Jaffetilchin Investment Partners, LLC",0001062993-24-002893,2023-12-31,2024-02-13,1025209388,344,2024-04-04 03:42:30.223997
1910790,John & Kathleen Schreiber Foundation,0000950123-24-001878,2023-12-31,2024-02-13,175263514,3,2024-04-04 03:42:30.223997
1910383,Joseph Group Capital Management,0001910383-24-000001,2023-12-31,2024-02-13,172256020,81,2024-04-04 03:42:30.223997
1774207,Jupiter Wealth Management LLC,0001774207-24-000001,2023-12-31,2024-02-07,170022712,86,2024-04-04 03:42:30.223997
1461790,"K2 PRINCIPAL FUND, L.P.",0001461790-24-000005,2023-12-31,2024-02-14,785207133,230,2024-04-04 03:42:30.223997
1039565,KAHN BROTHERS GROUP INC,0001039565-24-000001,2023-12-31,2024-02-13,634758663,43,2024-04-04 03:42:30.223997
1021223,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,0001398344-24-002814,2023-12-31,2024-02-13,39966897480,1268,2024-04-04 03:42:30.223997
860748,KEMPER Corp,0000860748-24-000085,2023-12-31,2024-02-12,327,1,2024-04-04 03:42:30.223997
1797633,KENNEDY LEWIS MANAGEMENT LP,0001085146-24-001249,2023-12-31,2024-02-14,18048916,5,2024-04-04 03:42:30.223997
1926253,KEYSTONE INVESTORS PTE LTD,0001926253-24-000001,2023-12-31,2024-02-08,1186668728,49,2024-04-04 03:42:30.223997
2000355,"KICKSTAND VENTURES, LLC.",0001765380-24-000041,2023-12-31,2024-02-08,347506523,95,2024-04-04 03:42:30.223997
1888968,"KIM, LLC",0001888968-24-000002,2023-12-31,2024-02-09,978658764,349,2024-04-04 03:42:30.223997
310051,KING LUTHER CAPITAL MANAGEMENT CORP,0000950123-24-001304,2023-12-31,2024-02-09,20799377308,582,2024-04-04 03:42:30.223997
1803121,"KINNEY ASSET MANAGEMENT, LLC",0000950123-24-001458,2023-12-31,2024-02-12,144767010,4,2024-04-04 03:42:30.223997
1798860,KIZE CAPITAL LP,0000902664-24-001487,2023-12-31,2024-02-13,169353496,7,2024-04-04 03:42:30.223997
1963514,KM Capital Management Ltd.,0001874761-24-000001,2023-12-31,2024-01-18,173133824,46,2024-04-04 03:42:30.223997
1908695,Kearns & Associates LLC,0001172661-24-000317,2023-12-31,2024-01-24,117261245,42,2024-04-04 03:42:30.223997
1550188,"Kellner Capital, LLC",0001550188-24-000001,2023-12-31,2024-02-07,55508,18,2024-04-04 03:42:30.223997
1979884,"Kensington Asset Management, LLC",0001979884-24-000001,2023-12-31,2024-01-26,1919665399,20,2024-04-04 03:42:30.223997
1794528,Kensington Investments B.V.,0000950123-23-010014,2023-09-30,2023-11-13,389678237,1,2024-04-04 03:42:30.223997
1804116,Kerntke Otto McGlone Wealth Management Group,0001085146-24-000765,2023-12-31,2024-02-06,100177966,64,2024-04-04 03:42:30.223997
1840455,"Kesler, Norman & Wride, LLC",0001085146-24-000190,2023-12-31,2024-01-10,436559659,156,2024-04-04 03:42:30.223997
1830819,"Kestra Advisory Services, LLC",0001830819-24-000002,2023-12-31,2024-02-14,12339060436,2297,2024-04-04 03:42:30.223997
1662970,Key Square Capital Management LLC,0001172661-24-000541,2023-12-31,2024-02-08,469992491,8,2024-04-04 03:42:30.223997
1582633,Kiltearn Partners LLP,0000950123-24-001671,2023-12-31,2024-02-13,1299394830,33,2024-04-04 03:42:30.223997
1892770,Knott David M Jr,0001104659-24-018785,2023-12-31,2024-02-13,261639,119,2024-04-04 03:42:30.223997
1965325,Kontiki Services (Schweiz) AG,0000899140-24-000221,2023-12-31,2024-02-14,0,1,2024-04-04 03:42:30.223997
1441689,Korea Investment CORP,0000950123-24-001626,2023-12-31,2024-02-13,38082694294,745,2024-04-04 03:42:30.223997
1536592,Krane Funds Advisors LLC,0001536592-24-000003,2023-12-31,2024-02-15,2397930344,102,2024-04-04 03:42:30.223997
1392364,L & S Advisors Inc,0001104659-24-019734,2023-12-31,2024-02-13,820609275,314,2024-04-04 03:42:30.223997
913990,LANDAAS & CO /WI /ADV,0001104659-24-014067,2023-12-31,2024-02-12,269623000,79,2024-04-04 03:42:30.223997
1085601,LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,0001085601-24-000001,2023-12-31,2024-02-13,2532137957,45,2024-04-04 03:42:30.223997
1074902,LCNB CORP,0001074902-24-000018,2023-12-31,2024-02-12,254335546,180,2024-04-04 03:42:30.223997
1965579,"LEGACY FINANCIAL GROUP, INC.",0001104659-24-017899,2023-12-31,2024-02-13,229245200,69,2024-04-04 03:42:30.223997
1696715,"LEVEL FOUR ADVISORY SERVICES, LLC",0001085146-24-000861,2023-12-31,2024-02-08,1782509586,776,2024-04-04 03:42:30.223997
1694127,"LFL Advisers, LLC",0001694127-24-000001,2023-12-31,2024-02-14,230037950,11,2024-04-04 03:42:30.223997
1653202,"LGL PARTNERS, LLC",0000919574-24-000668,2023-12-31,2024-02-05,730116266,109,2024-04-04 03:42:30.223997
1769302,LIBERTY WEALTH MANAGEMENT LLC,0001769302-24-000001,2023-12-31,2024-02-09,269802,173,2024-04-04 03:42:30.223997
897599,LOCKHEED MARTIN INVESTMENT MANAGEMENT CO,0001420506-24-000220,2023-12-31,2024-02-12,1395902897,148,2024-04-04 03:42:30.223997
60086,LOEWS CORP,0000060086-24-000048,2023-12-31,2024-02-09,10812984549,18,2024-04-04 03:42:30.223997
1869470,LONG WALK MANAGEMENT LP,0001493152-24-003847,2023-12-31,2024-01-26,154416355,9,2024-04-04 03:42:30.223997
728100,"LORD, ABBETT & CO. LLC",0000930413-24-000558,2023-12-31,2024-02-12,27847078,749,2024-04-04 03:42:30.223997
1821168,"LOUNTZIS ASSET MANAGEMENT, LLC",0001821168-24-000001,2023-12-31,2024-01-19,183217684,45,2024-04-04 03:42:30.223997
1403438,LPL Financial LLC,0001403438-24-000001,2023-12-31,2024-02-14,165111641374,4792,2024-04-04 03:42:30.223997
1801634,"LWS Wealth Advisors, Inc.",0001085146-24-000985,2023-12-31,2024-02-09,266343000,65,2024-04-04 03:42:30.223997
1542302,LYRICAL ASSET MANAGEMENT LP,0001062993-24-002889,2023-12-31,2024-02-13,6131371368,40,2024-04-04 03:42:30.223997
1800608,Laidlaw Wealth Management LLC,0001800608-24-000001,2023-12-31,2024-02-12,275205672,237,2024-04-04 03:42:30.223997
1317961,"Latash Investments, LLC",0001398344-24-002600,2023-12-31,2024-02-12,138850592,21,2024-04-04 03:42:30.223997
1641447,Lavaca Capital LLC,0001420506-24-000480,2023-12-31,2024-02-14,176242098,92,2024-04-04 03:42:30.223997
1957370,"Left Brain Wealth Management, LLC",0001104659-24-023159,2023-12-31,2024-02-14,172956928,79,2024-04-04 03:42:30.223997
1730810,"Legacy Financial Advisors, Inc.",0001765380-24-000025,2023-12-31,2024-02-06,519087432,286,2024-04-04 03:42:30.223997
1723925,"Legacy Financial Strategies, LLC",0001085146-24-000607,2023-12-31,2024-02-01,350736147,81,2024-04-04 03:42:30.223997
1781948,"Legend Financial Advisors, Inc.",0001781948-24-000001,2023-12-31,2024-01-31,124423297,193,2024-04-04 03:42:30.223997
1621157,Lexington Partners L.P.,0000950123-24-001475,2023-12-31,2024-02-12,152499717,9,2024-04-04 03:42:30.223997
1788330,Library Research Ltd,0001788330-24-000002,2023-12-31,2024-02-09,58125060,3,2024-04-04 03:42:30.223997
1732768,Lingotto Investment Management LLP,0001732768-24-000001,2023-12-31,2024-02-13,2077573370,34,2024-04-04 03:42:30.223997
1802474,"Lloyd Advisory Services, LLC.",0001802474-24-000002,2023-12-31,2024-02-13,211092390,132,2024-04-04 03:42:30.223997
1598245,"Lodge Hill Capital, LLC",0001085146-24-001221,2023-12-31,2024-02-13,226988134,21,2024-04-04 03:42:30.223997
1842840,Lokken Investment Group LLC,0001754960-24-000086,2023-12-31,2024-02-13,176801038,137,2024-04-04 03:42:30.223997
1620081,"Long Road Investment Counsel, LLC",0000905729-24-000031,2023-12-31,2024-02-08,240859,69,2024-04-04 03:42:30.223997
1965552,Longbow Finance SA,0001104659-24-012416,2023-12-31,2024-02-09,984986258,63,2024-04-04 03:42:30.223997
1426092,Longview Partners (Guernsey) LTD,0001085146-24-001214,2023-12-31,2024-02-13,14989822781,25,2024-04-04 03:42:30.223997
1816635,Lowell Blake & Associates Inc.,0001085146-23-004275,2023-09-30,2023-11-13,354768822,62,2024-04-04 03:42:30.223997
1511847,Lumina Fund Management LLC,0001511847-24-000001,2023-12-31,2024-02-02,163706,3,2024-04-04 03:42:30.223997
922898,M&G INVESTMENT MANAGEMENT LTD,0000950123-24-001071,2023-12-31,2024-02-08,28256475975,350,2024-04-04 03:42:30.223997
1807489,M28 Capital Management LP,0000902664-24-001422,2023-12-31,2024-02-12,120705624,10,2024-04-04 03:42:30.223997
1511291,"M3F, Inc.",0001511291-24-000001,2023-12-31,2024-02-13,314946,37,2024-04-04 03:42:30.223997
1359262,MAKENA CAPITAL MANAGEMENT LLC,0001359262-24-000004,2023-12-31,2024-02-12,441520428,41,2024-04-04 03:42:30.223997
1419999,MAR VISTA INVESTMENT PARTNERS LLC,0001214659-24-002163,2023-12-31,2024-02-08,2191143711,63,2024-04-04 03:42:30.223997
1607355,"MARK SHEPTOFF FINANCIAL PLANNING, LLC",0001214659-24-002242,2023-12-31,2024-02-09,165962188,396,2024-04-04 03:42:30.223997
1094499,MARTIN CURRIE LTD,0000038777-24-000047,2023-12-31,2024-02-13,3048373321,91,2024-04-04 03:42:30.223997
860645,MARVIN & PALMER ASSOCIATES INC,0000898432-24-000124,2023-12-31,2024-02-13,89586747,32,2024-04-04 03:42:30.223997
1906683,MAS Advisors LLC,0001172661-24-000535,2023-12-31,2024-02-08,77264456,62,2024-04-04 03:42:30.223997
351051,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0001214659-24-002434,2023-12-31,2024-02-13,539617290,10,2024-04-04 03:42:30.223997
1527641,"MATHER GROUP, LLC.",0001527641-24-000002,2023-12-31,2024-02-05,6372805981,555,2024-04-04 03:42:30.223997
1714506,MCIA Inc,0001754960-24-000008,2023-12-31,2024-01-09,295977673,62,2024-04-04 03:42:30.223997
915287,MCKINLEY CAPITAL MANAGEMENT LLC,0001398344-24-002402,2023-12-31,2024-02-09,778300614,154,2024-04-04 03:42:30.223997
1162695,MCMORGAN & CO LLC,0001162695-24-000001,2023-12-31,2024-02-13,602663991,52,2024-04-04 03:42:30.223997
809443,MEEDER ASSET MANAGEMENT INC,0001398344-24-001047,2023-12-31,2024-01-25,1283579441,571,2024-04-04 03:42:30.223997
1905106,"METEORA CAPITAL, LLC",0001172661-24-000879,2023-12-31,2024-02-14,565167716,334,2024-04-04 03:42:30.223997
1688184,"MFA WEALTH ADVISORS, LLC",0001085146-24-001350,2023-12-31,2024-02-14,355652615,88,2024-04-04 03:42:30.223997
1732811,"MFN Partners Management, LP",0000904454-24-000130,2023-12-31,2024-02-13,3107776018,12,2024-04-04 03:42:30.223997
1425649,"MIG Capital, LLC",0001104659-24-016936,2023-12-31,2024-02-13,715711094,17,2024-04-04 03:42:30.223997
1964722,"MILESTONE ASSET MANAGEMENT, LLC",0001085146-24-000416,2023-12-31,2024-01-23,303908539,132,2024-04-04 03:42:30.223997
1835714,"MINOT CAPITAL, LP",0001172661-24-000325,2023-12-31,2024-01-24,548838347,12,2024-04-04 03:42:30.223997
1538853,MIRABELLA FINANCIAL SERVICES LLP,0001172661-24-001296,2023-12-31,2024-02-14,749510278,416,2024-04-04 03:42:30.223997
1304857,MMCAP International Inc. SPC,0001062993-24-002822,2023-12-31,2024-02-12,546106922,194,2024-04-04 03:42:30.223997
1759395,MQS Management LLC,0001420506-24-000306,2023-12-31,2024-02-13,180053236,439,2024-04-04 03:42:30.223997
1542284,"Madden Advisory Services, Inc.",0001172661-24-000658,2023-12-31,2024-02-12,177443153,90,2024-04-04 03:42:30.223997
1299351,"Madison Asset Management, LLC",0001299351-24-000002,2023-12-31,2024-02-12,7379570100,321,2024-04-04 03:42:30.223997
1640680,"Madison International Realty Holdings, LLC",0000895345-24-000057,2023-12-31,2024-02-14,217331669,2,2024-04-04 03:42:30.223997
1964563,"Madrone Advisors, LLC",0001104659-24-019892,2023-12-31,2024-02-13,802653010,6,2024-04-04 03:42:30.223997
1536105,Magellan Asset Management Ltd,0001085146-24-001225,2023-12-31,2024-02-13,10037053202,154,2024-04-04 03:42:30.223997
1908732,"Magnolia Wealth Management, LLC",0001754960-24-000099,2023-12-31,2024-02-14,116656501,11,2024-04-04 03:42:30.223997
1965104,Manchester Global Management (UK) Ltd,0001965104-24-000002,2023-12-31,2024-02-14,307424052,20,2024-04-04 03:42:30.223997
1572748,Marathon Trading Investment Management LLC,0001572748-24-000003,2023-12-31,2024-02-13,2003415869,404,2024-04-04 03:42:30.223997
1782974,Marcho Partners LLP,0001782974-24-000001,2023-12-31,2024-02-13,292022696,8,2024-04-04 03:42:30.223997
1373442,"Mariner, LLC",0001580642-24-001003,2023-12-31,2024-02-14,42169691381,4567,2024-04-04 03:42:30.223997
1624049,Marlowe Partners LP,0001172661-24-000840,2023-12-31,2024-02-13,36817012,8,2024-04-04 03:42:30.223997
1964829,"Marmo Financial Group, LLC",0001172661-24-000378,2023-12-31,2024-01-30,131729947,19,2024-04-04 03:42:30.223997
1698093,Maso Capital Partners Ltd,0001698093-24-000001,2023-12-31,2024-02-14,115713,27,2024-04-04 03:42:30.223997
1633046,Maven Securities LTD,0001796861-24-000003,2023-12-31,2024-02-12,4830798428,997,2024-04-04 03:42:30.223997
1838222,Maxi Investments CY Ltd,0001838222-24-000002,2023-12-31,2024-02-12,355586,51,2024-04-04 03:42:30.223997
1708759,"Maytus Capital Management, LLC",0001420506-24-000301,2023-12-31,2024-02-13,250304431,50,2024-04-04 03:42:30.223997
1845031,"McGinn Penninger Investment Management, Inc.",0001999371-24-001702,2023-12-31,2024-02-08,137641,25,2024-04-04 03:42:30.223997
1633227,"McGowan Group Asset Management, Inc.",0001633227-24-000001,2023-12-31,2024-02-13,622544016,131,2024-04-04 03:42:30.223997
1987047,"McKinley Alaska Private Investment, LLC",0001398344-24-002354,2023-12-31,2024-02-08,495740,1,2024-04-04 03:42:30.223997
1792167,"Meeder Advisory Services, Inc.",0001398344-24-001041,2023-12-31,2024-01-25,873202070,422,2024-04-04 03:42:30.223997
1491685,Meiji Yasuda Asset Management Co Ltd.,0000950123-24-002254,2023-12-31,2024-02-14,2223300790,528,2024-04-04 03:42:30.223997
1144492,Meiji Yasuda Life Insurance Co,0000950123-24-002256,2023-12-31,2024-02-14,4603459383,262,2024-04-04 03:42:30.223997
1908587,Members Advisory Group LLC,0001085146-24-000994,2023-12-31,2024-02-09,169819159,20,2024-04-04 03:42:30.223997
1768095,"Meridian Wealth Advisors, LLC",0001951757-24-000220,2023-12-31,2024-02-06,456683040,177,2024-04-04 03:42:30.223997
1427119,Meritage Group LP,0001427119-24-000002,2023-12-31,2024-02-12,4343758,55,2024-04-04 03:42:30.223997
1911169,"Merlin Capital, Inc",0001911169-24-000001,2023-12-31,2024-02-05,31207445,58,2024-04-04 03:42:30.223997
1568389,"Merriman Wealth Management, LLC",0001765380-24-000123,2023-12-31,2024-02-13,2056764461,188,2024-04-04 03:42:30.223997
1730575,"Midwest Professional Planners, LTD.",0001104659-24-024428,2023-12-31,2024-02-15,250858804,129,2024-04-04 03:42:30.223997
1407382,"Miller Investment Management, LP",0001407382-24-000002,2023-12-31,2024-02-12,702922546,102,2024-04-04 03:42:30.223997
1604831,"Millrace Asset Group, Inc.",0001604831-24-000002,2023-12-31,2024-02-12,101035,67,2024-04-04 03:42:30.223997
1666606,Mint Tower Capital Management B.V.,0001666606-24-000003,2023-12-31,2024-02-14,438187,189,2024-04-04 03:42:30.223997
1802900,Mirova US LLC,0001172661-24-000391,2023-12-31,2024-01-30,6636829682,27,2024-04-04 03:42:30.223997
1352272,"Miura Global Management, LLC",0001352272-24-000002,2023-12-31,2024-02-14,178840142,23,2024-04-04 03:42:30.223997
1512734,"Mizuho Bank, Ltd.",0000950123-24-001624,2023-12-31,2024-02-13,846621486,7,2024-04-04 03:42:30.223997
1627608,Monashee Investment Management LLC,0001172661-24-000711,2023-12-31,2024-02-12,566544893,44,2024-04-04 03:42:30.223997
1831133,Montanaro Asset Management Ltd,0001085146-24-000956,2023-12-31,2024-02-09,531599008,43,2024-04-04 03:42:30.223997
1965334,"Moran Wealth Management, LLC",0001221073-24-000014,2023-12-31,2024-02-08,2810888599,415,2024-04-04 03:42:30.223997
1626494,"Mork Capital Management, LLC",0001626494-24-000006,2023-12-31,2024-02-14,162624319,131,2024-04-04 03:42:30.223997
1705711,"Morse Asset Management, Inc",0001705711-24-000002,2023-12-31,2024-02-15,339732,126,2024-04-04 03:42:30.223997
1803081,"Moser Wealth Advisors, LLC",0001803081-24-000001,2023-12-31,2024-02-07,156654771,141,2024-04-04 03:42:30.223997
1512814,Motley Fool Asset Management LLC,0001104659-24-009956,2023-12-31,2024-02-02,1342236431,219,2024-04-04 03:42:30.223997
1607978,"Motley Fool Wealth Management, LLC",0001104659-24-009928,2023-12-31,2024-02-02,1907250870,129,2024-04-04 03:42:30.223997
1542324,"Mraz, Amerine & Associates, Inc.",0001214659-24-001508,2023-12-31,2024-01-31,477381882,178,2024-04-04 03:42:30.223997
1694080,"Mutual Advisors, LLC",0001694080-24-000001,2023-12-31,2024-01-12,2874167318,1011,2024-04-04 03:42:30.223997
1618824,"Muzinich & Co., Inc.",0001618824-24-000003,2023-12-31,2024-02-14,150328956,63,2024-04-04 03:42:30.223997
1912460,"Mystic Asset Management, Inc.",0001172661-24-000645,2023-12-31,2024-02-12,209101652,160,2024-04-04 03:42:30.223997
1966440,NATIONAL MUTUAL FUNDS MANAGEMENT LTD,0001966440-24-000001,2023-12-31,2024-02-14,15215214,1,2024-04-04 03:42:30.223997
1018331,"NATIXIS ADVISORS, L.P.",0001018331-24-000002,2023-12-31,2024-02-06,37989177,2015,2024-04-04 03:42:30.223997
1909567,"NEIRG Wealth Management, LLC",0001909567-24-000001,2023-12-31,2024-01-26,0,0,2024-04-04 03:42:30.223997
71633,NEW YORK LIFE INSURANCE CO,0000071633-24-000002,2023-12-31,2024-02-12,179324175,3,2024-04-04 03:42:30.223997
903949,"NICHOLAS COMPANY, INC.",0000903949-24-000009,2023-12-31,2024-02-13,5649268846,213,2024-04-04 03:42:30.223997
1407024,NNS Holding,0000922423-24-000024,2023-12-31,2024-01-26,0,1,2024-04-04 03:42:30.223997
1794290,NNS Investments (Cyprus) Ltd,0000922423-24-000025,2023-12-31,2024-01-26,0,1,2024-04-04 03:42:30.223997
1759637,NNS Luxembourg S.a r.l.,0000922423-23-000096,2023-09-30,2023-11-13,0,1,2024-04-04 03:42:30.223997
1218210,NORDEA INVESTMENT MANAGEMENT AB,0001218210-24-000003,2023-12-31,2024-01-10,78750258654,1052,2024-04-04 03:42:30.223997
1374170,NORGES BANK,0001374170-24-000018,2023-12-31,2024-02-09,572290297935,1942,2024-04-04 03:42:30.223997
73124,NORTHERN TRUST CORP,0001256484-24-000002,2023-12-31,2024-02-13,552459061164,13869,2024-04-04 03:42:30.223997
1657111,NS Partners Ltd,0001426318-24-000003,2023-12-31,2024-02-09,2057621916,75,2024-04-04 03:42:30.223997
1866574,"NSI Retail Advisors, LLC",0001866574-24-000001,2023-12-31,2024-02-14,619186,48,2024-04-04 03:42:30.223997
1103887,NWI MANAGEMENT LP,0001103887-24-000002,2023-12-31,2024-02-15,4045735,53,2024-04-04 03:42:30.223997
1803054,"NWK Group, Inc.",0001398344-24-002608,2023-12-31,2024-02-12,194400673,63,2024-04-04 03:42:30.223997
1606720,NYL Investors LLC,0000071633-24-000003,2023-12-31,2024-02-12,2466156210,36,2024-04-04 03:42:30.223997
1782539,Nan Fung Group Holdings Ltd,0001012975-24-000077,2023-12-31,2024-02-13,160556343,39,2024-04-04 03:42:30.223997
1110646,"NetEase, Inc.",0001104659-24-010318,2023-12-31,2024-02-05,151425514,2,2024-04-04 03:42:30.223997
1909654,New Millennium Group LLC,0001376474-24-000037,2023-12-31,2024-01-17,112997719,898,2024-04-04 03:42:30.223997
1697752,Newfoundland Capital Management,0001172661-24-000674,2023-12-31,2024-02-12,11133585,6,2024-04-04 03:42:30.223997
1908450,Newlands Management Operations LLC,0000902664-24-001647,2023-12-31,2024-02-14,10900036374,29,2024-04-04 03:42:30.223997
1389574,"Nicholas Investment Partners, LP",0001085146-24-000841,2023-12-31,2024-02-08,854554897,192,2024-04-04 03:42:30.223997
1282683,"Nierenberg Investment Management Company, Inc.",0001941040-24-000141,2023-12-31,2024-02-14,166742218,46,2024-04-04 03:42:30.223997
1496637,"Norinchukin Bank, The",0000905148-24-000599,2023-12-31,2024-02-13,4266488230,587,2024-04-04 03:42:30.223997
1867831,North Reef Capital Management LP,0001214659-24-002825,2023-12-31,2024-02-14,1717211033,36,2024-04-04 03:42:30.223997
1893159,"NorthCrest Asset Manangement, LLC",0001214659-24-001370,2023-12-31,2024-01-30,2643482432,513,2024-04-04 03:42:30.223997
1668527,Numerai GP LLC,0001214659-24-002826,2023-12-31,2024-02-14,282465844,232,2024-04-04 03:42:30.223997
1742569,"O'Dell Group, LLC",0001742569-24-000001,2023-12-31,2024-02-16,382276684,513,2024-04-04 03:42:30.223997
1861159,"O'Neil Global Advisors, Inc.",0001861159-24-000001,2023-12-31,2024-02-09,171995,51,2024-04-04 03:42:30.223997
1911468,"O'ROURKE & COMPANY, Inc",0001911468-24-000001,2023-12-31,2024-01-24,155139,137,2024-04-04 03:42:30.223997
1423442,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",0001423442-24-000001,2023-12-31,2024-02-09,7544061425,1858,2024-04-04 03:42:30.223997
836372,OAK ASSOCIATES LTD /OH/,0000950123-24-002250,2023-12-31,2024-02-14,1322370333,131,2024-04-04 03:42:30.223997
1550660,"OAKTOP CAPITAL MANAGEMENT II, L.P.",0001172661-24-000823,2023-12-31,2024-02-13,754294069,14,2024-04-04 03:42:30.223997
949509,OAKTREE CAPITAL MANAGEMENT LP,0000949509-24-000001,2023-12-31,2024-02-13,6882119580,188,2024-04-04 03:42:30.223997
